,Name,Description,One-Handed Damage,Two-Handed Damage,Main Damage Type,Extra Damage,Extra Damage Type,Type,Rarity,Enchantment,Wielding-Type,Throwable,Dippable,Extra Reach,Light,Melee/Range,Weight,Price,Special Attribute 1,Special Attribute 2,Special Attribute 3,Special Attribute 4,Action 1,Action 2,Action 3,Action 4,Special Action 1,Special Action 2,Special Action 3,Special Action 4,Location,Img url,UID,UUID
33,Hunter's Dagger,Hunter's Dagger is an uncommon +1 Dagger that can Rupture the target on a hit.,1d4 + 1 (2~5) + Strength or Dexterity modifier,,Piercing damage,,,Daggers,Uncommon,+1,One-Handed,True,True,False,True,1.5m / 5 ft,0.45kg / 0.9lb,65 gp,"Rupturing: On a hit, the target must succeed a DC 13 Constitution saving throw or become Ruptured.",,,,Flourish: Feint an attack to possibly throw your opponent Off Balance.,Piercing Strike: Stab an enemy and possibly inflict Gaping Wounds. Undead and Constructs can't suffer Gaping Wounds.,Lacerate: Slash at your target's vital points to make it Bleed. Some Undead and Constructs can't suffer Bleeding.,,,,,,"Ruptured Duration: 3 turns  Take 1d4Piercing when moving. Each time you move, reduce the condition duration by 1.",https://bg3.wiki/w/images/thumb/a/aa/Dagger_PlusOne_Icon.png/300px-Dagger_PlusOne_Icon.png,MAG_TheHunters_Dagger,e101101e-e4ba-48b6-9f82-267ca1cd84dc
34,Mind Sundering Dagger,"Mind Sundering Dagger is an uncommon, lightly enchanted (+1) variant of the Daggers family of weapons. It is a simple melee weapon wielded in one hand. As a finesse weapon, it can benefit from the wielder's Dexterity and not just their Strength. It's a light weapon that anyone can dual-wield without special training. Its design lends itself well to be thrown at enemies as a projectile.",1d4 + 1 (2~5) + Strength or Dexterity modifier,,Piercing damage,1d4 (1~4),Psychic damage,Daggers,Uncommon,+1,One-Handed,True,True,False,True,1.5m / 5 ft,0.45kg / 0.9lb,65 gp,,,,,Piercing Strike: Stab an enemy and possibly inflict Gaping Wounds. Undead and Constructs can't suffer Gaping Wounds.,,,,,,,,,https://bg3.wiki/w/images/thumb/e/ec/Shattered_Condition_Icon.webp/35px-Shattered_Condition_Icon.webp.png,MAG_Psychic_MentalSundering_Dagger,33e89c49-6e6f-4143-a57e-c53344422dbf
35,Murderous Cut,Murderous Cut is an uncommon +1 Dagger that deals extra Piercing damage to targets with less than half their maximum Hit points.,1d4 + 1 (2~5) + Strength or Dexterity modifier,,Piercing damage,,,Daggers,Uncommon,+1,One-Handed,True,False,False,True,1.5m / 5 ft,0.45kg / 0.9lb,65 gp,Prey Upon the Weak: This weapon deals an additional 1d4Piercing damage against targets with 50% of their hit points or fewer.,,,,Flourish: Feint an attack to possibly throw your opponent Off Balance.,Piercing Strike: Stab an enemy and possibly inflict Gaping Wounds. Undead and Constructs can't suffer Gaping Wounds.,Lacerate: Slash at your target's vital points to make it Bleed. Some Undead and Constructs can't suffer Bleeding.,,,,,,Looted from several Bhaal cultists throughout Act Three.,https://bg3.wiki/w/images/thumb/5/51/Rusty_Dagger_Faded.png/300px-Rusty_Dagger_Faded.png,MAG_Murderous_Dagger,2384a69e-7d7d-4052-84ee-2f53fa45320f
36,Promise,"Promise is an uncommon, lightly enchanted (+1) variant of the Daggers family of weapons. It is a simple melee weapon wielded in one hand. As a finesse weapon, it can benefit from the wielder's Dexterity and not just their Strength. It's a light weapon that anyone can dual-wield without special training. Its design lends itself well to be thrown at enemies as a projectile.",1d4 + 1 (2~5) + Strength or Dexterity modifier,,Piercing damage,,,Daggers,Uncommon,+1,One-Handed,True,False,False,True,1.5m / 5 ft,0.45kg / 0.9lb,65 gp,Shadow Blade: You have Advantage on Attack rolls against Lightly or Heavily Obscured targets when using this blade.,,,,Piercing Strike: Stab an enemy and possibly inflict Gaping Wounds. Undead and Constructs can't suffer Gaping Wounds.,,,,,,,,,https://bg3.wiki/w/images/thumb/4/41/Disarmed_Condition_Icon.webp/35px-Disarmed_Condition_Icon.webp.png,QUEST_HalsinQuest_HalsinDagger,9e31fd58-c2a6-487c-9054-913aecd5ce32
37,Rhapsody,"Rhapsody is a very rare, +1 Dagger that grants better Attack Rolls, damage, and Spell Save DC for every foe slain (up to 3) and possibly inflicts Bleeding while the wielder is Hiding or Invisible.",1d4 + 1 (2~5) + Strength or Dexterity modifier,,Piercing damage,,,Daggers,Very Rare,+1,One-Handed,True,True,False,True,1.5m / 5 ft,0.45kg / 0.9lb,480 gp,"Scarlet Remittance: Gain a +1 bonus to Attack rolls, damage, and Spell Save DC for every foe you slay, up to a maximum of +3.",Sweet Bloodletting: Possibly inflict Bleeding when hitting a creature with this weapon while Hiding or Invisible.,,,Piercing Strike: Stab an enemy and possibly inflict Gaping Wounds. Undead and Constructs can't suffer Gaping Wounds.,,,,,,,,Dropped by Cazador Szarr.,https://bg3.wiki/w/images/thumb/7/70/Rhapsody_Icon.png/300px-Rhapsody_Icon.png,UNI_Cazador_RitualDagger,c5375a2c-f03c-464b-a482-5251debbfabb
38,Ritual Dagger,Ritual Dagger is an uncommon dagger that temporarily Blesses the wielder when dealing damage to an enemy - or to themselves.,1d4 (1~4) + Strength or Dexterity modifier,,Piercing damage,,,Daggers,Uncommon,None,One-Handed,True,True,False,True,1.5m / 5 ft,0.45kg / 0.9lb,320 gp,"The Pain Maiden's Blessing: After a successful attack with this dagger, the wielder receives a +1d4 bonus to Attack Rolls and Saving Throws until the end of their next turn.",Blood Sacrifice: Pain is a path to power. Take 1d4Slashing damage to receive a +1d4 bonus to Attack Rolls and Saving Throws. at will.,,,Piercing Strike: Stab an enemy and possibly inflict Gaping Wounds. Undead and Constructs can't suffer Gaping Wounds.,,,,,,,,"Found near Abdirak in the Shattered Sanctum. Depending on when one arrives, Abdirak may be carrying it, or it may be on the table or the floor near him.",https://bg3.wiki/w/images/thumb/a/aa/Dagger_PlusOne_Icon.png/300px-Dagger_PlusOne_Icon.png,GOB_PainPriest_Dagger,11aa209f-6e42-40bd-a12c-aa33445c21ea
39,Shar's Sting,Shar's Sting is an uncommon +1 Dagger that deals an additional 1d4 Necrotic damage on a hit.,1d4 + 1 (2~5) + Strength or Dexterity modifier,,Piercing damage,1d4 (1~4),Necrotic damage,Daggers,Uncommon,+1,One-Handed,True,True,False,True,1.5m / 5 ft,0.45kg / 0.9lb,65 gp,,,,,Piercing Strike: Stab an enemy and possibly inflict Gaping Wounds. Undead and Constructs can't suffer Gaping Wounds.,,,,,,,,,https://bg3.wiki/w/images/thumb/e/ec/Shattered_Condition_Icon.webp/35px-Shattered_Condition_Icon.webp.png,TWN_SharDagger,7773610f-f246-4837-a75f-2d260f815718
40,Stillmaker,Stillmaker is a very rare +2 Dagger that grants the wielder the Hold Person spell once per Long Rest.,1d4 + 2 (3~6) + Strength or Dexterity modifier,,Piercing damage,,,Daggers,Very Rare,+2,One-Handed,True,True,False,True,1.5m / 5 ft,0.45kg / 0.9lb,480 gp,Hold Person: Cast as a level 3 spell (Recharge: Long rest).,,,,Pommel Strike: Make a non-lethal attack against an enemy and possibly Daze them.,Piercing Strike: Stab an enemy and possibly inflict Gaping Wounds. Undead and Constructs can't suffer Gaping Wounds.,Lacerate: Slash at your target's vital points to make it Bleed. Some Undead and Constructs can't suffer Bleeding.,,,,,,Found in a hole X:67Y:-1018 in the area underneath the Open Hand Temple. A successful DC5 Perception check is needed to spot it. The hole is just at the top of the cragged rock and can be easy to miss. There is blood right next to the hole.,https://bg3.wiki/w/images/thumb/6/65/Stillmaker_Icon.png/300px-Stillmaker_Icon.png,MAG_Bhaalist_Paralyzing_Dagger,0cfbd2ef-6eb3-4283-b0c9-8e23a4f9bf8c
41,Sussur Dagger,"The Sussur Dagger is a Rare +1 Dagger that silences the targets it strikes, making it very effective against spellcasters.",1d4 + 1 (2~5) + Strength or Dexterity modifier,,Piercing damage,,,Daggers,Rare,+1,One-Handed,True,True,False,True,1.5m / 5 ft,0.45kg / 0.9lb,80 gp,Silences targets on hit.,,,,Piercing Strike: Stab an enemy and possibly inflict Gaping Wounds. Undead and Constructs can't suffer Gaping Wounds.,,,,,,,,"Silenced Duration: 2 turns DC 12 Constitution saving throw  Creature can't speak or cast spells with a verbal component, and is immune to Thunder damage.",https://bg3.wiki/w/images/thumb/0/05/Sussur_Dagger_Icon.png/300px-Sussur_Dagger_Icon.png,QUEST_FOR_SussurDagger,8733edb7-f04e-4b6d-ad48-7d49fb782bef
42,Worgfang,Worgfang is an uncommon dagger that grants the wielder defensive capabilities against Goblins. Any goblin attacking the wielder of Worgfang suffers from disadvantage on its Attack Rolls.,1d4 (1~4) + Strength or Dexterity modifier,,Piercing damage,,,Daggers,Uncommon,None,One-Handed,True,True,False,True,1.5m / 5 ft,0.45kg / 0.9lb,260 gp,Goblin's Undoing: Goblins have Disadvantage on Attack rolls against the wielder.,,,,Piercing Strike: Stab an enemy and possibly inflict Gaping Wounds. Undead and Constructs can't suffer Gaping Wounds.,,,,,,,,Worgfang can be looted from a pile of bones in one of the cells within the Worg Pens area of the Goblin Camp X:386Y:-17.,https://bg3.wiki/w/images/thumb/e/ef/Worgfang_Icon.png/300px-Worgfang_Icon.png,GOB_WolfPens_BloodFang,529fe100-de0b-4a34-a669-4861ee4538a2
43,Dolor Amarus,Dolor Amarus is a rare +2 dagger that deals 7 additional damage on a critical hit.,1d4 + 2 (3~6) + Strength or Dexterity modifier,,Piercing damage,,,Daggers,Rare,+2,One-Handed,True,False,False,True,1.5m / 5 ft,0.45kg / 0.9lb,190 gp,"Dolor Amarus: When you land a Critical Hit with any weapon attack, it deals an additional 7 damage.",,,,Flourish: Feint an attack to possibly throw your opponent Off Balance.,Piercing Strike: Stab an enemy and possibly inflict Gaping Wounds. Undead and Constructs can't suffer Gaping Wounds.,Lacerate: Slash at your target's vital points to make it Bleed. Some Undead and Constructs can't suffer Bleeding.,,,,,,Dropped by Dolor in Lower City. Also sold by Echo of Abazigal in the Murder Tribunal after the player character accepts Bhaal and becomes an Unholy Assassin.,https://bg3.wiki/w/images/thumb/e/e2/Dolor_Amarus_Icon.png/300px-Dolor_Amarus_Icon.png,MAG_Vicious_Dagger,d3e121fb-09c0-4478-84f1-f4f3e28cd50f
44,Bloodthirst,"Bloodthirst is a legendary Dagger wielded by Orin that makes critical hits more likely and can make targets vulnerable to Piercing or more likely to be hit, depending on which hand the weapon is equipped on.",1d4 + 2 (3~6) + Strength or Dexterity modifier,,Piercing damage,,,Daggers,Legendary,+2,One-Handed,True,False,False,True,1.5m / 5 ft,0.45kg / 0.9lb,640 gp,Improved Critical: The number you need to roll a Critical Hit while attacking is reduced by 1. This effect can stack.,True Strike: Cast as a cantrip (Recharge: Short rest).,Bound Weapon,Armour Class +1 (Off-Hand Only),Piercing Strike: Stab an enemy and possibly inflict Gaping Wounds. Undead and Constructs can't suffer Gaping Wounds.,,,,,,,,Reward for defeating Orin during Get Orin's Netherstone.,https://bg3.wiki/w/images/thumb/f/fa/Bloodthirst_Icon.png/300px-Bloodthirst_Icon.png,SPECIAL(see notes),SPECIAL(see notes)
45,Air Myrmidon Flail,,,,,,,,,,,False,False,False,False,,,,,,,,,,,,,,,,,https://bg3.wiki/w/resources/assets/licenses/cc-by-nc-sa.png,,
46,Corrosive Flail,"Corrosive Flail is a rare +1 Flail that grants a special weapon action, Corrosive Strike.",1d8 + 1 (2~9) + Strength modifier,,Bludgeoning damage,,,Flails,Rare,+1,One-Handed,False,True,False,False,1.5m / 5 ft,0.9kg / 1.8lb,310 gp,,,,,Concussive Smash: Hit an enemy with all your might to deal damage and possibly Daze them.,Weakening Strike: Target an enemy's hands with a non-lethal attack and possibly inflict Weak Grip. Creatures without weapons can't have Weak Grip.,"Tenacity: When you miss an attack, deal Bludgeoning damage equal to your Strength modifier anyway (minimum of 1).",,"Corrosive Strike: Deal additional Acid damage equal to your Proficiency Bonus. On a hit, create a pool of acid around the target which reduces Armour Class by 2.",,,,May appear in the inventory of the following traders:  Derryth Bonecloak in the Ebonlake Grotto in the Underdark.,https://bg3.wiki/w/images/thumb/0/04/Flail_PlusTwo_Icon.png/300px-Flail_PlusTwo_Icon.png,MAG_Corrosive_Flail,0a44de18-b355-4692-9256-d920b9bb25b7
47,Defender Flail,The Defender Flail is a rare +1 Flail that reduces physical weapon damage to the wearer and increases Armour Class.,1d8 + 1 (2~9) + Strength modifier,,Bludgeoning damage,,,Flails,Rare,+1,One-Handed,False,True,False,False,1.5m / 5 ft,0.9kg / 1.8lb,310 gp,"Steel Physiology: Reduce incoming Bludgeoning, Piercing, and Slashing damage by 1.",Armour Class +1,,,Concussive Smash: Hit an enemy with all your might to deal damage and possibly Daze them.,Weakening Strike: Target an enemy's hands with a non-lethal attack and possibly inflict Weak Grip. Creatures without weapons can't have Weak Grip.,"Tenacity: When you miss an attack, deal Bludgeoning damage equal to your Strength modifier anyway (minimum of 1).",,,,,,Can be bought from A'jak'nir Jeera in Crèche Y'llek.,https://bg3.wiki/w/images/thumb/8/83/Flail_PlusOne_Icon.png/300px-Flail_PlusOne_Icon.png,MAG_BG_OfEasthaven_Defender_Flail,cf19058b-2be6-411c-9227-7058053fa37a
48,Flail,"Flail is a mundane, nonmagical variant of the Flails family of weapons. It is a martial melee weapon wielded in one hand.",1d8 (1~8) + Strength modifier,,Bludgeoning damage,,,Flails,Common,None,One-Handed,False,True,False,False,1.5m / 5 ft,0.9kg / 1.8lb,50 gp,,,,,Concussive Smash: Hit an enemy with all your might to deal damage and possibly Daze them.,Weakening Strike: Target an enemy's hands with a non-lethal attack and possibly inflict Weak Grip. Creatures without weapons can't have Weak Grip.,"Tenacity: When you miss an attack, deal Bludgeoning damage equal to your Strength modifier anyway (minimum of 1).",,Concussive Smash: Hit an enemy with all your might to deal damage and possibly Daze them.,Weakening Strike: Target an enemy's hands with a non-lethal attack and possibly inflict Weak Grip. Creatures without weapons can't have Weak Grip.,"Tenacity: When you miss an attack, deal Bludgeoning damage equal to your Strength modifier anyway (minimum of 1).",,,https://bg3.wiki/w/images/thumb/c/c3/Flail_Faded.png/300px-Flail_Faded.png,WPN_HUM_Flail_A_0,9eadef92-5dd0-408e-9b55-1cf791cafe9d
49,Flail +1,"Flail +1 is an uncommon, lightly enchanted (+1) variant of the Flails family of weapons. It is a martial melee weapon wielded in one hand.",1d8 + 1 (2~9) + Strength modifier,,Bludgeoning damage,,,Flails,Uncommon,+1,One-Handed,False,True,False,False,1.5m / 5 ft,0.9kg / 1.8lb,65 gp,,,,,Concussive Smash: Hit an enemy with all your might to deal damage and possibly Daze them.,Weakening Strike: Target an enemy's hands with a non-lethal attack and possibly inflict Weak Grip. Creatures without weapons can't have Weak Grip.,"Tenacity: When you miss an attack, deal Bludgeoning damage equal to your Strength modifier anyway (minimum of 1).",,,,,,Has a chance to be sold by any trader using the magic melee table each time the player resets trader's inventories by long resting or levelling up.,https://bg3.wiki/w/images/thumb/8/83/Flail_PlusOne_Icon.png/300px-Flail_PlusOne_Icon.png,WPN_HUM_Flail_A_1,9076abf1-1029-4be9-a7cf-428d2b6fdea5
50,Flail +2,"Flail +2 is a rare, moderately enchanted (+2) variant of the Flails family of weapons. It is a martial melee weapon wielded in one hand.",1d8 + 2 (3~10) + Strength modifier,,Bludgeoning damage,,,Flails,Rare,+2,One-Handed,False,True,False,False,1.5m / 5 ft,0.9kg / 1.8lb,155 gp,,,,,Concussive Smash: Hit an enemy with all your might to deal damage and possibly Daze them.,Weakening Strike: Target an enemy's hands with a non-lethal attack and possibly inflict Weak Grip. Creatures without weapons can't have Weak Grip.,"Tenacity: When you miss an attack, deal Bludgeoning damage equal to your Strength modifier anyway (minimum of 1).",,,,,,Looted from Blasphemous Acolyte in the final fight Atop the Netherbrain if a cleric is in the party.,https://bg3.wiki/w/images/thumb/0/04/Flail_PlusTwo_Icon.png/300px-Flail_PlusTwo_Icon.png,WPN_HUM_Flail_A_2,23ab9011-ef66-463e-a8ee-012321be6d1c
51,Flail of Ages,Flail of Ages is a rare Flail that applies variable conditions depending on what type of damage the flail does.,1d8 + 1 (2~9) + Strength modifier,,Bludgeoning damage,,,Flails,Rare,+1,One-Handed,False,False,False,False,1.5m / 5 ft,0.9kg / 1.8lb,320 gp / 480 gpHHonour,"Elements of an Epoch: Depending on what kind of damage this weapon does, it also inflicts: Acid condition, Chilled condition, or Burning condition.",Elemental Age: Cast as a level 3 spell (Recharge: Long rest).,,,Weakening Strike: Target an enemy's hands with a non-lethal attack and possibly inflict Weak Grip. Creatures without weapons can't have Weak Grip.,Concussive Smash: Hit an enemy with all your might to deal damage and possibly Daze them.,"Tenacity: When you miss an attack, deal Bludgeoning damage equal to your Strength modifier anyway (minimum of 1).",,,,,,Sold by Fytz the Firecracker at Stormshore Armoury,https://bg3.wiki/w/images/thumb/0/04/Flail_PlusTwo_Icon.png/300px-Flail_PlusTwo_Icon.png,MAG_BG_OfAges_Flail,01338cbe-9ff6-485e-9052-838c82a2a753
52,Myrkulite Scourge,Myrkulite Scourge is an uncommon Flail with a +1 Enchantment and deals an additional 1d6 Necrotic damage on a strike.,1d8 + 1 (2~9) + Strength modifier,,Bludgeoning damage,1d6 (1~6),Necrotic damage,Flails,Uncommon,+1,One-Handed,False,True,False,False,1.5m / 5 ft,0.9kg / 1.8lb,65 gp,,,,,Concussive Smash: Hit an enemy with all your might to deal damage and possibly Daze them.,Weakening Strike: Target an enemy's hands with a non-lethal attack and possibly inflict Weak Grip. Creatures without weapons can't have Weak Grip.,"Tenacity: When you miss an attack, deal Bludgeoning damage equal to your Strength modifier anyway (minimum of 1).",,,,,,"Can be looted from the following:  Radija on the Moonrise Towers first floor X:-161Y:-204 Susdera on the Moonrise Towers Rooftop X:-152Y:-181 Kressa Bonedaughter in the Mind Flayer Colony Barracks X:-161Y:-204 Sarabayle, Willinx Jindlebee, and Duckie Verish in the Moonrise Towers Prison (after confronting Ketheric Thorm) X:597Y:-655 & X:597Y:-651 & X:598Y:-647",https://bg3.wiki/w/images/thumb/8/83/Flail_PlusOne_Icon.png/300px-Flail_PlusOne_Icon.png,WPN_HUM_Flail_Myrkul_A_1,05ca18da-41f4-4385-b370-0f75a989e119
